respondent_id,survey_year,country,age,gender,education_level,years_of_experience,role,employment_status,company_size,work_mode,coding_hours_per_week,annual_salary_usd,job_satisfaction,career_satisfaction,primary_os,languages_used,frameworks_used,databases_used,cloud_platforms_used,ide_editor,ai_tools_used,ai_usage_frequency,ai_productivity_boost_pct,ai_sentiment,ai_job_threat_perception,primary_learning_source,open_source_contributor,looking_for_job,remote_work_preference_1to5,burnout_frequency,want_to_learn_next
R08261,2020,France,18,Woman,Bachelor's degree,0,QA / Test Engineer,Unemployed,5001-10000,Hybrid,28,6580,3,4,Windows,TypeScript;JavaScript;Go;Java;C#,Tailwind CSS;Spring Boot;Vue.js;Next.js,MongoDB;PostgreSQL;Microsoft SQL Server,Azure,PyCharm,,Daily,31,Somewhat positive,Minimal threat,Official docs,1,Actively looking,3,Sometimes,Swift
R08262,2021,India,31,Man,Master's degree,4,Back-End Developer,Part-time,10000+,Remote,50,15000,3,4,Linux,Python;Go,FastAPI;.NET,MySQL,Google Cloud,Sublime Text,,Never,7,Somewhat negative,Will replace most devs,Books,0,Not looking,3,Often,AI/ML;Python
R08263,2025,Romania,42,Man,Bachelor's degree,19,Front-End Developer,Full-time,10000+,Remote,36,44700,2,5,Windows,HTML/CSS;Python;TypeScript;C,Flask;Svelte,MariaDB,AWS;Google Cloud,VS Code;Android Studio,GitHub Copilot;Tabnine,Multiple times daily,20,Somewhat positive,No threat,Stack Overflow,1,Actively looking,5,Sometimes,Web3;Zig;AI/ML
R08264,2025,Egypt,35,Man,Bachelor's degree,12,Data Scientist,Full-time,1001-5000,In-Office,35,14500,4,1,Linux,PHP;HTML/CSS;SQL,React;TensorFlow;Tailwind CSS;Express,SQLite;Redis;PostgreSQL;Elasticsearch,Vercel;Fly.io;Render,IntelliJ IDEA;PyCharm,,Daily,33,Very negative,Will replace most devs,YouTube,0,Open to offers,5,Sometimes,Rust;Kubernetes
R08265,2026,United States,23,Man,Bachelor's degree,0,Full-Stack Developer,Full-time,1001-5000,In-Office,30,65400,3,4,Windows,HTML/CSS;R,Next.js;Nuxt.js;TensorFlow,MySQL;DynamoDB;PostgreSQL;MongoDB,Vercel;Heroku;Cloudflare,Vim/Neovim;Cursor;WebStorm,v0;GitHub Copilot;ChatGPT;Perplexity,Daily,52,Somewhat positive,Moderate threat,ChatGPT/AI,1,Actively looking,4,Always,Go
R08266,2022,United States,19,Man,Bachelor's degree,0,Data Engineer,Full-time,201-1000,Remote,37,75000,4,5,Windows,Go;C#;Python,NestJS;React;Tailwind CSS,PostgreSQL;MariaDB;MongoDB,Vercel;Heroku;DigitalOcean,Cursor;VS Code,Amazon CodeWhisperer,Multiple times daily,48,Somewhat positive,Moderate threat,Official docs,1,Actively looking,1,Never,Kotlin
R08267,2023,Australia,22,Man,Bachelor's degree,0,Full-Stack Developer,Freelance,10000+,Hybrid,26,50400,4,5,Linux,JavaScript;Java;Python;C;TypeScript,Node.js;jQuery;React;Flutter;Next.js,MongoDB;DynamoDB,AWS;Cloudflare;Google Cloud,VS Code;Cursor;Visual Studio,,Never,9,Somewhat positive,Significant threat,Stack Overflow,0,Actively looking,4,Sometimes,AI/ML
R08268,2020,Germany,46,Woman,Master's degree,18,Back-End Developer,Full-time,1001-5000,Remote,23,127000,3,4,Windows,Java;TypeScript;C;HTML/CSS;C#;Python,React;FastAPI,Redis;Microsoft SQL Server;MySQL,Azure;Google Cloud;Heroku,Visual Studio,Cursor AI;Gemini;Perplexity,Daily,54,Neutral,Moderate threat,ChatGPT/AI,1,Not looking,5,Never,AI/ML;Kotlin
R08269,2024,United States,44,Man,Self-taught / Bootcamp,14,Mobile Developer,Full-time,51-200,Hybrid,30,74100,5,4,Windows,TypeScript;JavaScript;SQL;C;Go,Spring Boot;NestJS;Svelte,Oracle,AWS,IntelliJ IDEA;Visual Studio;Sublime Text,ChatGPT,Multiple times daily,23,Somewhat positive,Significant threat,ChatGPT/AI,0,Not looking,4,Sometimes,HTMX
R08270,2026,Indonesia,26,Man,Master's degree,0,Full-Stack Developer,Full-time,201-1000,Hybrid,31,8700,4,5,macOS,SQL,React,MongoDB;Cassandra;DynamoDB,Azure,IntelliJ IDEA,Gemini;Tabnine;Claude Code,Weekly,41,Very positive,Minimal threat,Stack Overflow,0,Open to offers,3,Often,Go;Python;Elixir
R08271,2026,Denmark,38,Man,Bachelor's degree,16,Full-Stack Developer,Full-time,11-50,In-Office,22,136000,3,1,Windows,Python;HTML/CSS;Go;Kotlin;C#,.NET;React;Angular;PyTorch,Oracle;PostgreSQL;SQLite;Firebase Realtime DB,AWS;Hetzner,VS Code,ChatGPT;GitHub Copilot;Cursor AI;Perplexity,Monthly,12,Somewhat positive,Minimal threat,Official docs,1,Actively looking,4,Sometimes,HTMX
R08272,2024,Sweden,32,Man,Bachelor's degree,10,Machine Learning Engineer,Full-time,1001-5000,In-Office,38,80600,4,4,Windows,Go;Python,jQuery;Flask;Angular,MySQL,AWS,Zed,GitHub Copilot;Windsurf,Weekly,41,Very positive,Minimal threat,Official docs,0,Open to offers,2,Often,AI/ML;Kubernetes
R08273,2025,Malaysia,31,Man,Master's degree,13,Full-Stack Developer,Full-time,11-50,Hybrid,38,19600,5,5,macOS,PHP;JavaScript;C#;HTML/CSS;Python,Next.js,PostgreSQL;CockroachDB;Supabase;Microsoft SQL Server,Vercel;DigitalOcean;AWS,IntelliJ IDEA,Windsurf;Claude Code;GitHub Copilot;ChatGPT,Multiple times daily,8,Somewhat positive,Moderate threat,Stack Overflow,0,Actively looking,4,Often,Go
R08274,2025,Indonesia,33,Man,Master's degree,10,Embedded Developer,Full-time,10000+,In-Office,29,15600,4,5,Windows,Kotlin;JavaScript;C;Dart;SQL,Angular;Next.js;React Native,MariaDB;SQLite,AWS;Vercel;DigitalOcean,Xcode,Perplexity;ChatGPT;Codeium,Multiple times daily,41,Somewhat positive,Will replace most devs,Online courses,1,Not looking,5,Often,AI/ML;Elixir;TypeScript
R08275,2024,Canada,38,Man,Bachelor's degree,22,Full-Stack Developer,Full-time,51-200,Remote,45,161100,4,4,macOS,Bash/Shell;Python;SQL;C;Rust;Kotlin,jQuery;Node.js;Tailwind CSS;Django,MariaDB;ClickHouse;CockroachDB;SQLite,AWS,VS Code;Eclipse,,Rarely,18,Very negative,Minimal threat,ChatGPT/AI,0,Actively looking,2,Rarely,Python;AI/ML;Swift
R08276,2020,India,29,Man,Bachelor's degree,12,Full-Stack Developer,Full-time,1001-5000,Remote,34,24200,2,1,macOS,SQL;Java;Python;Dart;HTML/CSS;TypeScript,Node.js;Vue.js;React,MongoDB;Redis;MySQL,Vercel,VS Code,ChatGPT,Daily,26,Neutral,Minimal threat,Official docs,1,Actively looking,4,Sometimes,Elixir;Go;Zig
R08277,2026,Sweden,41,Man,Bachelor's degree,20,Full-Stack Developer,Full-time,1-10,Hybrid,39,64300,5,4,Linux,Go;Java,Flutter;Angular;Svelte;Next.js;Express,PostgreSQL;Redis,Cloudflare;Vercel;Render,VS Code;Visual Studio;Cursor,Claude Code,Weekly,28,Somewhat positive,Moderate threat,Blogs,0,Not looking,5,Sometimes,Kubernetes
R08278,2025,United States,44,Man,Bachelor's degree,15,QA / Test Engineer,Unemployed,201-1000,Hybrid,30,42740,2,1,Linux,Go;Swift;TypeScript;Python;Bash/Shell;Ruby,FastAPI,MySQL;MariaDB;PostgreSQL,AWS;Google Cloud;Cloudflare,VS Code;IntelliJ IDEA;PyCharm,Perplexity;GitHub Copilot;Gemini;ChatGPT,Never,0,Neutral,Minimal threat,ChatGPT/AI,0,Not looking,3,Rarely,Kubernetes;Web3
R08279,2022,Indonesia,44,Woman,Bachelor's degree,28,Engineering Manager,Full-time,5001-10000,Hybrid,38,30200,1,3,Windows,Python,Laravel;React Native;jQuery,MongoDB,AWS;Netlify;Vercel,VS Code;IntelliJ IDEA,ChatGPT;Codeium;GitHub Copilot,Rarely,5,Neutral,Moderate threat,Colleagues,1,Not looking,4,Sometimes,TypeScript
R08280,2026,Australia,30,Man,Bachelor's degree,0,Security Engineer,Full-time,11-50,Hybrid,39,69400,5,5,Linux,Dart;JavaScript,React;PyTorch;Angular;Spring Boot,SQLite;Redis;Microsoft SQL Server;MongoDB,Google Cloud;Azure,VS Code;PyCharm,,Weekly,28,Very positive,Minimal threat,Online courses,0,Actively looking,5,Rarely,Web3;Python;Rust
R08281,2022,India,34,Man,Bachelor's degree,12,Mobile Developer,Freelance,1-10,Hybrid,38,29400,4,4,Windows,HTML/CSS;SQL;Python;Haskell,Tailwind CSS;Next.js;Vue.js,Supabase;MongoDB;SQLite,Fly.io,Vim/Neovim,Perplexity;Claude Code;ChatGPT;GitHub Copilot,Daily,15,Somewhat positive,No threat,Online courses,0,Not looking,3,Always,HTMX;Elixir;Rust
R08282,2025,Italy,23,Man,Associate degree,4,DevOps / SRE,Full-time,11-50,Hybrid,43,32900,1,5,Linux,Java;HTML/CSS;Kotlin,Bootstrap;Tailwind CSS;Node.js,Supabase;PostgreSQL,AWS;Azure,VS Code,ChatGPT,Weekly,14,Neutral,Moderate threat,Online courses,1,Actively looking,2,Never,Swift;AI/ML;Rust
R08283,2025,United States,22,Man,Bachelor's degree,0,Data Scientist,Full-time,1-10,In-Office,27,45600,3,4,macOS,HTML/CSS;C++;TypeScript;JavaScript;Java;Swift,Next.js;Bootstrap;Node.js;TensorFlow,DynamoDB;SQLite;Microsoft SQL Server;Oracle,AWS;Heroku,IntelliJ IDEA;Xcode;VS Code,Tabnine;Claude;Perplexity;Windsurf,Monthly,17,Somewhat positive,Minimal threat,Books,1,Actively looking,3,Rarely,TypeScript;Kubernetes;Go
R08284,2026,India,22,Man,Bachelor's degree,0,Full-Stack Developer,Full-time,5001-10000,Hybrid,36,8000,4,4,Linux,C;HTML/CSS;Python;Java,Bootstrap,PostgreSQL;MongoDB,Heroku;Azure;DigitalOcean,WebStorm;Vim/Neovim,Codeium,Multiple times daily,41,Somewhat negative,Significant threat,Official docs,1,Not looking,5,Sometimes,Elixir;Kubernetes
R08285,2022,Thailand,41,Man,Bachelor's degree,19,Back-End Developer,Full-time,10000+,Hybrid,38,29200,5,5,Windows,Java;TypeScript;JavaScript,Flask;Next.js;.NET;Bootstrap;React,DynamoDB;SQLite,Google Cloud;Netlify;DigitalOcean,VS Code;IntelliJ IDEA,ChatGPT,Daily,68,Very negative,Moderate threat,Blogs,0,Not looking,5,Sometimes,TypeScript
R08286,2025,Ukraine,25,Man,Self-taught / Bootcamp,1,Student / Intern,Full-time,11-50,Remote,38,2600,4,5,macOS,HTML/CSS;SQL;PHP;Kotlin;Elixir,FastAPI;TensorFlow;Flask;.NET;Vue.js,MySQL;Redis;Oracle;CockroachDB,Cloudflare;Google Cloud,Sublime Text,,Monthly,27,Very positive,Minimal threat,Official docs,0,Not looking,3,Often,Rust
R08287,2026,United States,21,Man,Self-taught / Bootcamp,5,Back-End Developer,Full-time,201-1000,Remote,35,141400,3,5,Windows,Bash/Shell;TypeScript;Python;C#;SQL,TensorFlow;Django,SQLite,Render;Azure,Cursor;Android Studio,v0;GitHub Copilot,Daily,21,Very positive,Moderate threat,Official docs,1,Not looking,5,Always,Swift;Elixir;AI/ML
R08288,2025,Philippines,19,Man,Associate degree,0,Freelancer / Consultant,Full-time,201-1000,In-Office,25,9900,4,4,Linux,TypeScript;Go;Dart;Ruby;Python,React Native;Flutter,DynamoDB,Azure;Netlify;Google Cloud,Vim/Neovim;VS Code;Visual Studio,Codeium,Daily,1,Very positive,Minimal threat,Official docs,1,Open to offers,4,Rarely,Go;Python;Kotlin
R08289,2024,India,36,Man,Doctorate (PhD),10,Engineering Manager,Full-time,11-50,Remote,39,41700,5,5,Windows,Python;JavaScript;Bash/Shell;Java;PHP,htmx,Redis;Microsoft SQL Server,Cloudflare,VS Code,ChatGPT;Gemini;Claude Code,Weekly,20,Somewhat negative,No threat,YouTube,1,Not looking,4,Sometimes,AI/ML
R08290,2026,India,28,Man,Bachelor's degree,10,Front-End Developer,Full-time,5001-10000,In-Office,37,13600,5,4,macOS,Bash/Shell;JavaScript;Python,React;Node.js;Spring Boot,SQLite;Elasticsearch;MariaDB;MySQL,AWS,VS Code,Cursor AI;GitHub Copilot;ChatGPT,Daily,39,Somewhat positive,Moderate threat,ChatGPT/AI,0,Actively looking,4,Never,Elixir
R08291,2026,Germany,27,Man,Some college,6,Full-Stack Developer,Full-time,1001-5000,Hybrid,22,50000,5,5,Windows,C#;Bash/Shell;SQL,Tailwind CSS;React,MariaDB,Render;Railway,PyCharm;IntelliJ IDEA;Vim/Neovim,,Weekly,13,Somewhat positive,No threat,YouTube,0,Not looking,5,Sometimes,Elixir;Web3
R08292,2026,Germany,42,Man,Self-taught / Bootcamp,20,Full-Stack Developer,Full-time,201-1000,Remote,25,86300,3,2,Windows,Bash/Shell;HTML/CSS;PHP;C#;Python,Next.js;Bootstrap;Spring Boot;Tailwind CSS,MariaDB;PostgreSQL;SQLite,Azure;AWS;DigitalOcean,Visual Studio;VS Code,,Weekly,17,Very negative,Moderate threat,ChatGPT/AI,0,Open to offers,4,Often,AI/ML;Kotlin;Elixir
R08293,2025,Ghana,22,Man,Master's degree,0,Full-Stack Developer,Full-time,201-1000,Remote,21,7300,4,4,Linux,Python;TypeScript;SQL;JavaScript;Bash/Shell,.NET;Spring Boot;Tailwind CSS;Express,Microsoft SQL Server;Redis,Google Cloud;Vercel,PyCharm;Vim/Neovim,Claude;GitHub Copilot;ChatGPT;Tabnine,Daily,27,Neutral,Minimal threat,Stack Overflow,0,Open to offers,1,Always,Kotlin;Kubernetes;TypeScript
R08294,2024,Romania,29,Man,Master's degree,8,Embedded Developer,Full-time,10000+,In-Office,43,29100,3,3,Linux,Dart;JavaScript,FastAPI;Next.js,PostgreSQL;MySQL;Firebase Realtime DB;Neo4j,AWS,IntelliJ IDEA,ChatGPT,Multiple times daily,29,Neutral,Minimal threat,Colleagues,0,Not looking,5,Often,Zig
R08295,2022,India,38,Woman,Self-taught / Bootcamp,16,Game Developer,Full-time,1001-5000,Remote,32,23300,1,2,Linux,Bash/Shell,Tailwind CSS;React;NestJS;jQuery,PostgreSQL;Cassandra,Azure,Vim/Neovim;PyCharm,,Multiple times daily,12,Somewhat negative,Minimal threat,Stack Overflow,1,Not looking,4,Rarely,AI/ML
R08296,2026,United Kingdom,33,Man,Self-taught / Bootcamp,9,Front-End Developer,Full-time,5001-10000,Remote,34,100000,4,2,Windows,TypeScript;HTML/CSS,Next.js;React,MariaDB;SQLite;MongoDB,Azure;DigitalOcean,Visual Studio;WebStorm;Cursor,GitHub Copilot,Daily,30,Somewhat positive,Minimal threat,YouTube,1,Not looking,3,Often,Zig
R08297,2026,United Kingdom,27,Man,Bachelor's degree,5,Full-Stack Developer,Full-time,11-50,Hybrid,39,71100,4,4,macOS,JavaScript,React,Microsoft SQL Server;ClickHouse,Cloudflare,Visual Studio;IntelliJ IDEA;VS Code,Codeium,Weekly,33,Somewhat negative,Significant threat,Official docs,0,Actively looking,5,Sometimes,Zig;Web3;Kotlin
R08298,2025,United States,25,Man,Bachelor's degree,2,Front-End Developer,Full-time,1001-5000,Hybrid,32,120300,3,4,Windows,TypeScript;Bash/Shell;C;JavaScript;Rust,React;NestJS;.NET;Tailwind CSS,Firebase Realtime DB;SQLite;MariaDB,Google Cloud,Android Studio;VS Code;Xcode,ChatGPT;GitHub Copilot;Codeium,Multiple times daily,18,Somewhat positive,Minimal threat,Stack Overflow,0,Open to offers,4,Often,Swift;Web3
R08299,2025,Netherlands,28,Man,Bachelor's degree,9,Embedded Developer,Full-time,1001-5000,In-Office,27,77400,5,4,Windows,Zig,Svelte;React;FastAPI,PostgreSQL;MySQL,Cloudflare;Google Cloud,VS Code;IntelliJ IDEA,v0;ChatGPT;Cursor AI,Rarely,0,Somewhat negative,Minimal threat,ChatGPT/AI,0,Not looking,4,Sometimes,Elixir;Kotlin
R08300,2025,Israel,44,Man,Some college,13,Freelancer / Consultant,Student,1-10,Hybrid,26,10860,5,5,Linux,Python,Express;Next.js;Node.js;Bootstrap,MySQL,Render;Railway;Google Cloud,IntelliJ IDEA,Amazon CodeWhisperer;Claude;GitHub Copilot;ChatGPT,Multiple times daily,24,Very positive,Minimal threat,Stack Overflow,0,Open to offers,5,Rarely,Web3;AI/ML
R08301,2023,United States,30,Man,Bachelor's degree,12,Front-End Developer,Unemployed,201-1000,Hybrid,10,21860,3,5,Linux,SQL;Java,Django;Flutter;Bootstrap;Express;NestJS,Redis;Firebase Realtime DB;Cassandra;MongoDB,Google Cloud,Visual Studio;VS Code,,Daily,19,Somewhat positive,Minimal threat,Official docs,0,Open to offers,4,Always,Kubernetes;AI/ML
R08302,2025,Pakistan,44,Man,Self-taught / Bootcamp,28,Freelancer / Consultant,Full-time,51-200,Hybrid,29,18600,3,3,Linux,PHP;Kotlin;Java;JavaScript,jQuery,Oracle;MySQL,Vercel,VS Code;WebStorm;PyCharm,Claude Code;ChatGPT;GitHub Copilot;Cursor AI,Multiple times daily,41,Neutral,Significant threat,Official docs,1,Not looking,5,Sometimes,Elixir;Swift
R08303,2023,United States,39,Man,Some college,6,Front-End Developer,Full-time,1001-5000,Remote,44,151800,4,4,Windows,R;SQL;TypeScript;Ruby,.NET;React;Spring Boot;Node.js,Redis;SQLite;PostgreSQL;ClickHouse,Heroku;Google Cloud,VS Code,ChatGPT;Claude,Daily,37,Somewhat positive,Minimal threat,ChatGPT/AI,0,Actively looking,4,Often,HTMX;Kubernetes;Kotlin
R08304,2022,Australia,31,Man,Bachelor's degree,5,Engineering Manager,Full-time,5001-10000,Remote,41,171500,4,5,Windows,JavaScript;C#;HTML/CSS;Lua;Java;Bash/Shell,Node.js;Ruby on Rails,Elasticsearch;DynamoDB,Google Cloud;Azure;Render,Android Studio;Visual Studio;PyCharm,ChatGPT;Claude;Amazon CodeWhisperer;Cursor AI,Multiple times daily,27,Somewhat positive,Minimal threat,Official docs,0,Not looking,5,Often,Python;AI/ML
R08305,2023,United States,38,Man,Master's degree,12,Front-End Developer,Full-time,201-1000,Hybrid,23,87600,5,5,macOS,Python;PHP;C;Bash/Shell,Flask;PyTorch;Node.js;Vue.js,Redis;MySQL;SQLite;Firebase Realtime DB,AWS;Cloudflare;Google Cloud,Eclipse;VS Code,ChatGPT,Daily,47,Neutral,Minimal threat,Colleagues,0,Not looking,4,Sometimes,Zig;TypeScript;HTMX
R08306,2023,Germany,37,Man,Master's degree,21,Freelancer / Consultant,Full-time,10000+,Hybrid,27,113500,4,5,macOS,Kotlin;C,Spring Boot;Svelte;React;Flask;htmx,MySQL,Google Cloud;Cloudflare;AWS,VS Code;Visual Studio,,Multiple times daily,36,Somewhat positive,Minimal threat,Official docs,0,Open to offers,3,Often,Kubernetes;Zig
R08307,2023,France,26,Man,Bachelor's degree,1,Freelancer / Consultant,Full-time,51-200,Remote,22,24700,5,2,macOS,Java;HTML/CSS,jQuery,Oracle,Google Cloud;DigitalOcean;Azure,Visual Studio;IntelliJ IDEA;PyCharm,Claude;ChatGPT;GitHub Copilot,Multiple times daily,28,Somewhat negative,Minimal threat,ChatGPT/AI,0,Actively looking,5,Sometimes,HTMX
R08308,2026,Japan,33,Woman,Master's degree,10,Data Scientist,Full-time,1001-5000,Remote,16,87500,4,5,Linux,PHP,Angular;Vue.js;Tailwind CSS;Flask,MongoDB,Cloudflare;DigitalOcean,PyCharm,ChatGPT;Claude Code,Monthly,18,Very negative,Minimal threat,YouTube,0,Not looking,4,Always,Rust
R08309,2024,Nigeria,23,Man,Bachelor's degree,1,Student / Intern,Full-time,10000+,Remote,33,2000,3,4,Windows,JavaScript;HTML/CSS,Node.js;Tailwind CSS;Bootstrap;htmx,PostgreSQL;MySQL;SQLite;MongoDB,Render;Google Cloud,VS Code,v0;ChatGPT;Claude,Weekly,19,Neutral,Moderate threat,Official docs,1,Actively looking,4,Sometimes,Kotlin;Python;Rust
R08310,2025,Finland,25,Man,Doctorate (PhD),2,Data Engineer,Student,11-50,Hybrid,18,0,2,4,macOS,Python;C#;JavaScript;SQL;HTML/CSS,Tailwind CSS;Flutter,MongoDB;PostgreSQL;MySQL,Google Cloud;Vercel;Heroku,IntelliJ IDEA;Visual Studio,,Weekly,11,Somewhat positive,No threat,Blogs,0,Open to offers,5,Rarely,Go
R08311,2025,India,30,Man,Self-taught / Bootcamp,8,Engineering Manager,Part-time,10000+,Remote,28,19000,2,5,Windows,C#,Vue.js,MongoDB;Cassandra;PostgreSQL,Azure;Google Cloud,Cursor,Claude;ChatGPT;Cursor AI,Daily,41,Neutral,Moderate threat,Blogs,1,Not looking,5,Sometimes,AI/ML;Go
R08312,2020,Kenya,23,Man,Bachelor's degree,3,QA / Test Engineer,Full-time,51-200,Hybrid,36,12200,3,3,Linux,C;HTML/CSS;JavaScript;SQL,PyTorch;Tailwind CSS;React Native,MySQL;SQLite;Microsoft SQL Server;PostgreSQL,AWS,VS Code;Android Studio;Zed,,Never,2,Very positive,Moderate threat,Books,1,Not looking,3,Sometimes,Kubernetes;Go
R08313,2024,Austria,25,Man,Doctorate (PhD),6,Game Developer,Full-time,51-200,Hybrid,31,74800,5,4,Windows,Rust;Java;JavaScript;HTML/CSS,Flask,SQLite,Render;AWS,PyCharm;VS Code,ChatGPT;Cursor AI;Amazon CodeWhisperer,Multiple times daily,26,Very positive,Minimal threat,Stack Overflow,0,Open to offers,3,Often,AI/ML;Elixir
R08314,2020,Kenya,23,Man,Self-taught / Bootcamp,4,Front-End Developer,Freelance,5001-10000,In-Office,33,9200,1,5,Linux,C#;PHP;HTML/CSS;Java;C,.NET;Tailwind CSS;Django;jQuery;Vue.js,PostgreSQL;Redis;SQLite;Oracle,Heroku;AWS;Azure,Vim/Neovim;VS Code,GitHub Copilot;Claude;ChatGPT,Rarely,16,Somewhat positive,Minimal threat,YouTube,1,Open to offers,5,Always,HTMX;Rust
R08315,2026,United States,18,Non-binary,Master's degree,0,Front-End Developer,Part-time,10000+,Remote,13,59400,2,5,Linux,Java;SQL;Bash/Shell;Lua;Dart;Python,React;Express;PyTorch,PostgreSQL,AWS;Cloudflare,VS Code;Visual Studio;Android Studio,Claude;GitHub Copilot;ChatGPT,Rarely,0,Somewhat negative,Will replace most devs,Stack Overflow,1,Not looking,4,Often,Web3
R08316,2023,Italy,31,Man,Bachelor's degree,9,Front-End Developer,Full-time,51-200,Hybrid,36,28900,5,4,Windows,Kotlin;TypeScript;Bash/Shell;C#,React;Nuxt.js,PostgreSQL;Firebase Realtime DB,Azure;Google Cloud,IntelliJ IDEA;Visual Studio,,Weekly,25,Somewhat positive,Minimal threat,Books,0,Not looking,4,Never,Zig;Elixir;Go
R08317,2023,Germany,22,Man,Master's degree,5,Full-Stack Developer,Full-time,201-1000,Hybrid,43,74000,2,2,Linux,JavaScript;SQL,Tailwind CSS;Bootstrap;Spring Boot,PostgreSQL;SQLite;Microsoft SQL Server,Railway;AWS,VS Code,Claude;GitHub Copilot;Gemini,Rarely,7,Neutral,No threat,Blogs,1,Open to offers,4,Sometimes,Rust;HTMX
R08318,2025,Ukraine,32,Man,Bachelor's degree,16,Full-Stack Developer,Full-time,1-10,In-Office,41,15200,4,3,Windows,JavaScript;Bash/Shell;HTML/CSS;PHP;Python;Java,Node.js,Redis;Oracle,AWS,Visual Studio;VS Code;IntelliJ IDEA,GitHub Copilot,Monthly,16,Somewhat positive,Moderate threat,Official docs,0,Open to offers,5,Often,Elixir;Kotlin;TypeScript
R08319,2026,United Kingdom,30,Woman,Bachelor's degree,7,Data Scientist,Full-time,5001-10000,Hybrid,19,95700,5,4,macOS,C;TypeScript;Dart,Next.js,Neo4j;MongoDB;Firebase Realtime DB;MySQL,AWS,Visual Studio,ChatGPT;Amazon CodeWhisperer;Claude,Daily,33,Very positive,Minimal threat,ChatGPT/AI,1,Not looking,5,Rarely,TypeScript;Kubernetes
R08320,2025,Pakistan,35,Man,Master's degree,8,Engineering Manager,Full-time,201-1000,Hybrid,30,16600,4,5,Windows,TypeScript;C;Rust;JavaScript,Ruby on Rails;Laravel;PyTorch,SQLite;Redis;PostgreSQL;Firebase Realtime DB,Netlify;Heroku;Azure,IntelliJ IDEA,ChatGPT;GitHub Copilot;Gemini;Claude,Never,9,Somewhat positive,Moderate threat,ChatGPT/AI,1,Actively looking,5,Rarely,HTMX
R08321,2020,Peru,29,Man,Self-taught / Bootcamp,10,Front-End Developer,Full-time,201-1000,Hybrid,34,15000,4,4,Linux,PHP;TypeScript;Java,React,Supabase;MySQL,AWS;Netlify;DigitalOcean,Xcode;Visual Studio;Cursor,GitHub Copilot;Cursor AI;Tabnine,Weekly,24,Somewhat negative,No threat,Online courses,1,Open to offers,4,Sometimes,Elixir
R08322,2026,India,32,Man,Bachelor's degree,11,Data Scientist,Full-time,10000+,Hybrid,48,18100,5,3,Windows,JavaScript,Ruby on Rails;Spring Boot;Angular;Vue.js;TensorFlow,MongoDB;SQLite;Elasticsearch,Netlify;AWS;Heroku,Visual Studio;Eclipse,ChatGPT;GitHub Copilot,Multiple times daily,30,Neutral,Minimal threat,Official docs,0,Open to offers,3,Sometimes,Elixir;Swift
R08323,2023,Argentina,37,Man,Self-taught / Bootcamp,11,Mobile Developer,Freelance,1-10,Hybrid,25,11000,3,5,macOS,PHP;Python;C#;JavaScript;TypeScript,React;Node.js;.NET;Django,Redis,Cloudflare,VS Code;WebStorm,Gemini;GitHub Copilot;Claude Code,Weekly,18,Somewhat positive,No threat,Official docs,0,Actively looking,1,Never,Python;Kotlin
R08324,2024,United States,25,Woman,Self-taught / Bootcamp,0,Full-Stack Developer,Full-time,1-10,Remote,33,63400,5,2,macOS,C#;SQL;Python;Kotlin;Java;TypeScript,PyTorch,MongoDB,Google Cloud,VS Code;Vim/Neovim;Zed,Amazon CodeWhisperer;ChatGPT;Gemini;Cursor AI,Rarely,0,Neutral,No threat,ChatGPT/AI,1,Not looking,4,Sometimes,Web3;Kotlin;Kubernetes
R08325,2025,Poland,35,Man,Master's degree,13,Front-End Developer,Full-time,11-50,Hybrid,37,28800,5,3,Windows,SQL;Dart;Python;C#,Node.js;Angular,SQLite;Elasticsearch;Supabase,Netlify;AWS;Vercel,PyCharm;Cursor,GitHub Copilot;ChatGPT;Gemini,Monthly,10,Very negative,Moderate threat,Online courses,0,Open to offers,3,Sometimes,Kubernetes;Kotlin
